description,total_score,interface_dG,separated_interface_energy,interface_delta_sasa,interface_packstat,interface_delta_hbond_unsat,num_interface_residues,gly_interface_energy,sap_binder,cms,shard
diffused_binder_cyclic_mcl1_shard00_0_dldesign_0_cycle0,-200.1576627469284,-13.616407492921155,-13.616407492921155,578.1430684648302,0.384320891899742,2.0,27.0,0.0,91.76144409179688,78.52215576171875,runlist_00
diffused_binder_cyclic_mcl1_shard00_0_dldesign_0_cycle1,24187.330439323763,18847.095731838544,18847.095731838544,1445.2853330823452,0.510636780382741,24.0,52.0,0.0,54.64328384399414,255.78875732421875,runlist_00
diffused_binder_cyclic_mcl1_shard00_0_dldesign_0_cycle2,-23.110640424221028,105.82505917434422,105.82505917434422,1180.7196604749354,0.5120912645984963,17.0,57.0,0.0,67.18092346191406,311.41168212890625,runlist_00
diffused_binder_cyclic_mcl1_shard00_0_dldesign_0_cycle3,-41.87330460366268,73.30729987358833,73.30729987358833,1445.6877749797789,0.3861709686476979,13.0,58.0,0.0,66.25634002685547,394.1112060546875,runlist_00
diffused_binder_cyclic_mcl1_shard00_0_dldesign_0_cycle4,1654.0991546719445,176.67437175187496,176.67437175187496,1462.32184873393,0.5260474596016459,13.0,58.0,0.0,66.81306457519531,396.1206359863281,runlist_00
diffused_binder_cyclic_mcl1_shard00_10_dldesign_0_cycle0,3742.288287447933,2889.996201601431,2889.996201601431,439.7402273819886,0.4965144956892464,5.0,18.0,0.0,74.5095443725586,64.75030517578125,runlist_00
diffused_binder_cyclic_mcl1_shard00_10_dldesign_0_cycle1,-169.96212689096794,-4.655677058878609,-4.655677058878609,567.141040337543,0.3619347473899276,1.0,26.0,0.0,96.95160675048828,91.40473175048828,runlist_00
diffused_binder_cyclic_mcl1_shard00_10_dldesign_0_cycle2,-189.09048119753064,-5.125624491598984,-5.125624491598984,610.9089024573906,0.4569429219505964,0.0,26.0,0.0,94.83734130859376,109.95935821533205,runlist_00
diffused_binder_cyclic_mcl1_shard00_10_dldesign_0_cycle3,-180.96930030476256,-6.653378195376064,-6.653378195376064,409.8855405256036,0.4821420192189019,0.0,17.0,0.0,98.39318084716795,70.1241455078125,runlist_00
diffused_binder_cyclic_mcl1_shard00_10_dldesign_0_cycle4,5231.632528767472,-6.032459971487015,-6.032459971487015,350.22439995633965,0.459811311693561,2.0,17.0,0.0,107.24242401123048,35.88549041748047,runlist_00
diffused_binder_cyclic_mcl1_shard00_11_dldesign_0_cycle0,-161.777687718273,14.820492411498035,14.820492411498035,1239.3392195746849,0.428633796620691,3.0,42.0,0.0,70.57441711425781,287.8957214355469,runlist_00
diffused_binder_cyclic_mcl1_shard00_11_dldesign_0_cycle1,-202.39226981801465,-10.704355580569,-10.704355580569,1200.1149304329497,0.4550657127408875,6.0,46.0,0.0,59.41179656982422,274.1796875,runlist_00
diffused_binder_cyclic_mcl1_shard00_11_dldesign_0_cycle2,-184.76479020988336,-26.154752298838844,-26.154752298838844,1162.5006415915195,0.5107929840387991,4.0,44.0,0.0,72.90402221679688,265.4100341796875,runlist_00
diffused_binder_cyclic_mcl1_shard00_11_dldesign_0_cycle3,-214.06740480148903,-26.71904331849251,-26.71904331849251,1167.509542619271,0.4417812967080854,3.0,45.0,0.0,70.13867950439453,270.7738952636719,runlist_00
diffused_binder_cyclic_mcl1_shard00_11_dldesign_0_cycle4,4255.94374462711,-7.700805755360733,-7.700805755360733,893.0442616533039,0.3836618008354787,3.0,45.0,0.0,75.13105773925781,141.23440551757812,runlist_00
diffused_binder_cyclic_mcl1_shard00_12_dldesign_0_cycle0,-201.92347007720963,-8.369624828262118,-8.369624828262118,751.8978715845919,0.4799901665240405,2.0,27.0,0.0,69.21845245361328,118.40640258789062,runlist_00
diffused_binder_cyclic_mcl1_shard00_12_dldesign_0_cycle1,-204.91894116661075,-10.684406980143905,-10.684406980143905,579.426203502821,0.5081781239004449,8.0,23.0,0.0,95.56612396240234,90.98442840576172,runlist_00
diffused_binder_cyclic_mcl1_shard00_12_dldesign_0_cycle2,-180.61802377926435,-9.57190783677234,-9.57190783677234,487.0670330431818,0.4832499607828112,3.0,21.0,0.0,100.66480255126952,68.72041320800781,runlist_00
diffused_binder_cyclic_mcl1_shard00_12_dldesign_0_cycle3,-191.71898617064556,-1.2897479898971085,-1.2897479898971085,85.54314001033502,0.5372594693267579,0.0,3.0,0.0,106.8394546508789,11.125741004943848,runlist_00
diffused_binder_cyclic_mcl1_shard00_12_dldesign_0_cycle4,1981.1752631154573,-0.4806995012966126,-0.4806995012966126,16.71159740101575,0.4529309773535249,0.0,3.0,0.0,101.7787857055664,0.0431065298616886,runlist_00
diffused_binder_cyclic_mcl1_shard00_13_dldesign_0_cycle0,-177.59340005235606,-4.728794161791683,-4.728794161791683,447.5035915211995,0.2712278917489756,2.0,19.0,0.0,77.48693084716797,44.07314682006836,runlist_00
diffused_binder_cyclic_mcl1_shard00_13_dldesign_0_cycle1,-166.54741296717532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5430145263672,,runlist_00
diffused_binder_cyclic_mcl1_shard00_13_dldesign_0_cycle2,3638.569498656953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.47931671142578,,runlist_00
diffused_binder_cyclic_mcl1_shard00_13_dldesign_0_cycle3,-168.8358058439739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.95465087890624,,runlist_00
diffused_binder_cyclic_mcl1_shard00_13_dldesign_0_cycle4,1371.659290712918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.7116928100586,,runlist_00
diffused_binder_cyclic_mcl1_shard00_14_dldesign_0_cycle0,-211.37084025177123,-20.11044103150431,-20.11044103150431,1192.2975153860596,0.3853682073446807,1.0,41.0,0.0,57.00511932373047,288.0579833984375,runlist_00
diffused_binder_cyclic_mcl1_shard00_14_dldesign_0_cycle1,-197.599535253556,-9.29462357104518,-9.29462357104518,581.0946917256141,0.3472895785326068,2.0,32.0,0.0,90.83077239990234,90.5142822265625,runlist_00
diffused_binder_cyclic_mcl1_shard00_14_dldesign_0_cycle2,-165.3603355368,0.2723952091843387,0.2723952091843387,53.75431806198437,0.283301556680111,0.0,4.0,0.0,72.47854614257812,0.325746476650238,runlist_00
diffused_binder_cyclic_mcl1_shard00_14_dldesign_0_cycle3,-151.86552753188678,-0.0002418990203807,-0.0002418990203807,0.0,0.3202321985675461,0.0,3.0,0.0,94.4619140625,3.1133029096963583e-06,runlist_00
diffused_binder_cyclic_mcl1_shard00_14_dldesign_0_cycle4,1894.5020913606315,-0.0002437263897263,-0.0002437263897263,0.0,0.3443401328495024,0.0,3.0,0.0,96.4339828491211,3.098989282079856e-06,runlist_00
diffused_binder_cyclic_mcl1_shard00_15_dldesign_0_cycle0,-235.5919787669914,-24.255169304273068,-24.255169304273068,1233.6086908358943,0.4511472138917076,3.0,48.0,0.0,61.47667694091797,256.93829345703125,runlist_00
diffused_binder_cyclic_mcl1_shard00_15_dldesign_0_cycle1,-214.2386439039277,-9.67248431829006,-9.67248431829006,509.3144424946165,0.4806655341432622,4.0,20.0,0.0,73.55249786376953,86.1756820678711,runlist_00
