description,total_score,interface_dG,separated_interface_energy,interface_delta_sasa,interface_packstat,interface_delta_hbond_unsat,num_interface_residues,gly_interface_energy,sap_binder,cms,shard
diffused_binder_cyclic_mcl1_0_dldesign_0_cycle0,-249.76760986447388,-35.65207848670636,-35.65207848670636,1195.9472548336037,0.4904904973830317,0.0,48.0,0.0,64.06329345703125,317.6766662597656,runlist_00
diffused_binder_cyclic_mcl1_0_dldesign_0_cycle1,-206.48434624063117,-13.47662226203289,-13.47662226203289,834.9309566348975,0.4162607765476528,2.0,37.0,0.0,74.40446472167969,119.61995697021484,runlist_00
diffused_binder_cyclic_mcl1_0_dldesign_0_cycle2,2812.9602496640687,4.951692179831653,4.951692179831653,893.800020247493,0.4398980241042052,2.0,36.0,0.0,87.64783477783203,138.82191467285156,runlist_00
diffused_binder_cyclic_mcl1_0_dldesign_0_cycle3,-175.72630501970986,-0.2781116562674128,-0.2781116562674128,65.57137616485845,0.4215480095575398,0.0,6.0,0.0,86.21965789794922,3.128289222717285,runlist_00
diffused_binder_cyclic_mcl1_0_dldesign_0_cycle4,2542.076505198977,-0.3175973986290046,-0.3175973986290046,60.28485918777547,0.3925644508797795,0.0,6.0,0.0,109.3197021484375,4.715071678161621,runlist_00
diffused_binder_cyclic_mcl1_100_dldesign_0_cycle0,-206.13092935169715,-10.767231637603544,-10.767231637603544,818.9583471532142,0.4949110480590577,5.0,34.0,0.0,73.18630981445312,149.33900451660156,runlist_00
diffused_binder_cyclic_mcl1_100_dldesign_0_cycle1,-206.74496692460232,-16.694052560419095,-16.694052560419095,783.6852739984841,0.4496849284199762,5.0,35.0,0.0,92.97727966308594,146.9996795654297,runlist_00
diffused_binder_cyclic_mcl1_100_dldesign_0_cycle2,-205.75727330430772,-11.09315948378486,-11.09315948378486,463.5713020545696,0.4858514478188011,1.0,20.0,0.0,92.87240600585938,68.07849884033203,runlist_00
diffused_binder_cyclic_mcl1_100_dldesign_0_cycle3,-142.64130754046258,9.209131560385146,9.209131560385146,744.3196364583946,0.4208016943336454,9.0,39.0,0.0,103.51936340332033,144.35067749023438,runlist_00
diffused_binder_cyclic_mcl1_101_dldesign_0_cycle0,-217.6836298364595,-8.22766506173042,-8.22766506173042,709.8223350066103,0.4587272112394657,0.0,28.0,0.0,91.0782241821289,109.20638275146484,runlist_00
diffused_binder_cyclic_mcl1_101_dldesign_0_cycle1,-147.58662452748234,-4.905504241316379,-4.905504241316379,221.73609949343373,0.4987764196633739,0.0,9.0,0.0,101.49546813964844,36.81509017944336,runlist_00
diffused_binder_cyclic_mcl1_101_dldesign_0_cycle2,-170.80156066363324,-3.05959971926805,-3.05959971926805,172.8633665080318,0.4680389577881384,0.0,8.0,0.0,104.0972900390625,25.553203582763672,runlist_00
diffused_binder_cyclic_mcl1_101_dldesign_0_cycle3,-174.20088383100187,-4.697212449486102,-4.697212449486102,277.4168576846372,0.4805547412493284,0.0,12.0,0.0,94.99903869628906,43.207763671875,runlist_00
diffused_binder_cyclic_mcl1_101_dldesign_0_cycle4,3347.7550829740094,100.83196343794816,100.83196343794816,246.0336269833932,0.3751064084893916,0.0,12.0,0.0,94.63057708740234,34.0942497253418,runlist_00
diffused_binder_cyclic_mcl1_104_dldesign_0_cycle0,-170.94780357927084,-0.307639384192754,-0.307639384192754,298.7023890357316,0.3580728885486107,0.0,21.0,0.0,88.15631103515625,20.128700256347656,runlist_00
diffused_binder_cyclic_mcl1_104_dldesign_0_cycle1,-178.30484899409242,-15.606287956229323,-15.606287956229323,962.5223285166942,0.411221355003035,5.0,38.0,0.0,82.4286880493164,158.52175903320312,runlist_00
diffused_binder_cyclic_mcl1_104_dldesign_0_cycle2,1694.4902305639182,-10.315835828364245,-10.315835828364245,978.4436485894258,0.3965329986193235,8.0,38.0,0.0,83.26172637939453,183.51107788085935,runlist_00
diffused_binder_cyclic_mcl1_104_dldesign_0_cycle3,1693.2810454909963,-9.518002957529347,-9.518002957529347,979.4252915739175,0.3198373916613423,7.0,38.0,0.0,83.20850372314453,174.12298583984375,runlist_00
diffused_binder_cyclic_mcl1_104_dldesign_0_cycle4,3506.394590905892,-5.232885560147906,-5.232885560147906,837.9660764470968,0.3260436925598476,6.0,38.0,0.0,84.77162170410156,119.15638732910156,runlist_00
diffused_binder_cyclic_mcl1_106_dldesign_0_cycle0,-159.13230892407125,-10.772861428067417,-10.772861428067417,563.2929073746704,0.4739381838727826,0.0,30.0,0.0,80.8787841796875,94.6229019165039,runlist_00
diffused_binder_cyclic_mcl1_106_dldesign_0_cycle1,-63.58973569227347,-6.794781565539338,-6.794781565539338,578.0506746127392,0.2869969510779529,0.0,28.0,0.0,94.93277740478516,85.07463836669922,runlist_00
diffused_binder_cyclic_mcl1_106_dldesign_0_cycle2,-170.31361784084314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.17897033691406,,runlist_00
diffused_binder_cyclic_mcl1_106_dldesign_0_cycle3,458.70998240075374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.102783203125,,runlist_00
diffused_binder_cyclic_mcl1_106_dldesign_0_cycle4,1794.4788725106523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.00152587890624,,runlist_00
diffused_binder_cyclic_mcl1_107_dldesign_0_cycle0,-247.94835030337305,-33.897652465475545,-33.897652465475545,1233.5219906356745,0.4849266460496418,0.0,48.0,0.0,63.73542022705078,308.0517578125,runlist_00
diffused_binder_cyclic_mcl1_107_dldesign_0_cycle1,-200.834329231566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.57141876220705,,runlist_00
diffused_binder_cyclic_mcl1_107_dldesign_0_cycle2,-160.12358697980545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.99069213867188,,runlist_00
diffused_binder_cyclic_mcl1_107_dldesign_0_cycle3,-176.56461949921854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.72738647460938,,runlist_00
diffused_binder_cyclic_mcl1_107_dldesign_0_cycle4,1429.295075740561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.60578918457033,,runlist_00
diffused_binder_cyclic_mcl1_109_dldesign_0_cycle0,-196.59381302836215,-3.3624804612752826,-3.3624804612752826,234.91667086411704,0.3793325732114211,0.0,15.0,0.0,83.54369354248047,37.79422378540039,runlist_00
diffused_binder_cyclic_mcl1_109_dldesign_0_cycle1,-179.63960252382566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.78204345703124,,runlist_00
diffused_binder_cyclic_mcl1_109_dldesign_0_cycle2,-158.82337357020833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.88719177246094,,runlist_00
diffused_binder_cyclic_mcl1_109_dldesign_0_cycle3,-134.78292418401324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.4373779296875,,runlist_00
diffused_binder_cyclic_mcl1_109_dldesign_0_cycle4,1474.4791027499468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.27947998046876,,runlist_00
diffused_binder_cyclic_mcl1_10_dldesign_0_cycle0,-192.2424431558429,-10.701245340482046,-10.701245340482046,799.1870944892255,0.4551275964040731,1.0,36.0,0.0,91.1728973388672,136.4516143798828,runlist_00
diffused_binder_cyclic_mcl1_10_dldesign_0_cycle1,-182.05932192739772,-15.707686985196602,-15.707686985196602,726.0320455279224,0.4180211548668999,2.0,30.0,0.0,96.97488403320312,137.88861083984375,runlist_00
diffused_binder_cyclic_mcl1_10_dldesign_0_cycle2,-175.15144282372958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.89588165283205,,runlist_00
diffused_binder_cyclic_mcl1_10_dldesign_0_cycle3,-184.27542903978804,-1.935009073147484,-1.935009073147484,138.6360791270592,0.4904252596602332,2.0,8.0,0.0,111.61202239990234,13.054397583007812,runlist_00
diffused_binder_cyclic_mcl1_10_dldesign_0_cycle4,2157.018408117186,0.0825192995459929,0.0825192995459929,63.46246768010748,0.3916990874356896,0.0,8.0,0.0,113.05148315429688,1.6979540586471558,runlist_00
diffused_binder_cyclic_mcl1_110_dldesign_0_cycle0,-166.11104250045435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5274429321289,,runlist_00
diffused_binder_cyclic_mcl1_110_dldesign_0_cycle1,-151.6973847811332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.72477722167967,,runlist_00
diffused_binder_cyclic_mcl1_110_dldesign_0_cycle2,-161.11553997240424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.05225372314452,,runlist_01
diffused_binder_cyclic_mcl1_110_dldesign_0_cycle3,-186.36549772257823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.03850555419922,,runlist_01
