description,total_score,interface_dG,separated_interface_energy,interface_delta_sasa,interface_packstat,interface_delta_hbond_unsat,num_interface_residues,gly_interface_energy,sap_binder,cms,shard
diffused_binder_cyclic_mcl1_shard00_0_dldesign_0_cycle0,-203.6130218649456,-10.1858559041205,-10.1858559041205,495.6530833356318,0.4422980540013124,2.0,22.0,0.0,85.99156188964844,80.14099884033203,runlist_00
diffused_binder_cyclic_mcl1_shard00_0_dldesign_0_cycle1,-154.05778684787074,0.2634234832804623,0.2634234832804623,112.35597396211766,0.5274458201898248,0.0,11.0,0.0,97.40811920166016,13.248146057128906,runlist_00
diffused_binder_cyclic_mcl1_shard00_0_dldesign_0_cycle2,-136.82620483528854,9.890754881780596e-12,9.890754881780596e-12,0.0,0.4401133308461642,0.0,2.0,0.0,91.08570098876952,0.0,runlist_00
diffused_binder_cyclic_mcl1_shard00_0_dldesign_0_cycle3,-147.38797839071503,-3.694822225952521e-12,-3.694822225952521e-12,0.0,0.3962710336291169,0.0,2.0,0.0,115.63665771484376,,runlist_00
diffused_binder_cyclic_mcl1_shard00_0_dldesign_0_cycle4,1581.4451460536482,-1.0004441719502209e-11,-1.0004441719502209e-11,0.0,0.308514731405823,0.0,2.0,0.0,111.20672607421876,,runlist_00
diffused_binder_cyclic_mcl1_shard00_10_dldesign_0_cycle0,-209.65055405850217,-9.408537069045964,-9.408537069045964,845.5329087555144,0.3823437990127986,2.0,33.0,0.0,78.10763549804688,97.05545043945312,runlist_00
diffused_binder_cyclic_mcl1_shard00_10_dldesign_0_cycle1,1787.5122301394854,-6.485068166817655,-6.485068166817655,806.5688753548183,0.3370142049474673,7.0,33.0,0.0,80.76054382324219,100.61895751953124,runlist_00
diffused_binder_cyclic_mcl1_shard00_10_dldesign_0_cycle2,2328.8620700279603,-8.685246190396128,-8.685246190396128,839.7695600697677,0.3420864229837445,5.0,33.0,0.0,82.7613754272461,101.02798461914062,runlist_00
diffused_binder_cyclic_mcl1_shard00_10_dldesign_0_cycle3,2152.9204639424643,-8.043518687966753,-8.043518687966753,853.5324430920864,0.3042707095470504,5.0,33.0,0.0,84.98967742919922,101.4590072631836,runlist_00
diffused_binder_cyclic_mcl1_shard00_10_dldesign_0_cycle4,8185.374058672302,-51.608474406920095,-51.608474406920095,620.4789926531715,0.4001104539598515,4.0,33.0,0.0,89.63531494140625,56.3078727722168,runlist_00
diffused_binder_cyclic_mcl1_shard00_11_dldesign_0_cycle0,-129.87079991693835,-4.44125610891652,-4.44125610891652,484.4772049008081,0.4998786543031238,2.0,23.0,0.0,80.27129364013672,88.1050033569336,runlist_00
diffused_binder_cyclic_mcl1_shard00_11_dldesign_0_cycle1,-193.741705414242,-5.737558764948233,-5.737558764948233,400.67612843751147,0.4436982854888684,2.0,24.0,0.0,91.43038940429688,58.277305603027344,runlist_00
diffused_binder_cyclic_mcl1_shard00_11_dldesign_0_cycle2,-168.61265545964375,-3.589713580103336,-3.589713580103336,164.84594448588177,0.5463003844195925,2.0,9.0,0.0,97.88944244384766,22.31194877624512,runlist_00
diffused_binder_cyclic_mcl1_shard00_11_dldesign_0_cycle3,-168.5523261661468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0199737548828,,runlist_00
diffused_binder_cyclic_mcl1_shard00_11_dldesign_0_cycle4,2301.5974462336144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.6403350830078,,runlist_00
diffused_binder_cyclic_mcl1_shard00_12_dldesign_0_cycle0,-210.271824691432,-1.3049419749501396,-1.3049419749501396,752.6000446922352,0.4007028059880205,2.0,33.0,0.0,74.47710418701172,132.2305145263672,runlist_00
diffused_binder_cyclic_mcl1_shard00_12_dldesign_0_cycle1,-224.31763864219187,-11.798432660104735,-11.798432660104735,834.001270162983,0.5170230426202643,2.0,39.0,0.0,80.73805236816406,150.0907745361328,runlist_00
diffused_binder_cyclic_mcl1_shard00_12_dldesign_0_cycle2,-201.9768495144842,-4.14098950065582,-4.14098950065582,399.6835945984874,0.5038332998869176,0.0,24.0,0.0,81.66207122802734,51.91487121582031,runlist_00
diffused_binder_cyclic_mcl1_shard00_12_dldesign_0_cycle3,454.247477702844,109.4525775578839,109.4525775578839,358.4836082575327,0.3813133076107108,4.0,16.0,0.0,92.6128158569336,45.03156280517578,runlist_00
diffused_binder_cyclic_mcl1_shard00_12_dldesign_0_cycle4,1813.483390750444,-2.5885802111070007,-2.5885802111070007,184.06887675504484,0.5388541657130993,0.0,16.0,0.0,93.11842346191406,5.410761833190918,runlist_00
diffused_binder_cyclic_mcl1_shard00_13_dldesign_0_cycle0,-196.38368602139607,-2.0879585659421025,-2.0879585659421025,291.91512936951943,0.4751375302039615,0.0,15.0,0.0,83.00507354736328,28.237058639526367,runlist_00
diffused_binder_cyclic_mcl1_shard00_13_dldesign_0_cycle1,-93.47725996257496,4.51603196558986,4.51603196558986,188.5253073828604,0.3992910799975417,0.0,7.0,0.0,92.23495483398438,28.07470321655273,runlist_00
diffused_binder_cyclic_mcl1_shard00_13_dldesign_0_cycle2,-89.74462488564696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0364761352539,,runlist_00
diffused_binder_cyclic_mcl1_shard00_13_dldesign_0_cycle3,-113.03349631791356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.97561645507812,,runlist_00
diffused_binder_cyclic_mcl1_shard00_13_dldesign_0_cycle4,883.5669423064971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.24520111083984,,runlist_00
diffused_binder_cyclic_mcl1_shard00_14_dldesign_0_cycle0,-211.59623746941497,-24.44346449816163,-24.44346449816163,1307.6405001291728,0.4774094698597155,1.0,48.0,0.0,59.20318222045898,284.127685546875,runlist_00
diffused_binder_cyclic_mcl1_shard00_14_dldesign_0_cycle1,-218.82395558422132,-27.562059936695988,-27.562059936695988,1242.810035624333,0.374673368026208,5.0,50.0,0.0,60.7178955078125,273.3457336425781,runlist_00
diffused_binder_cyclic_mcl1_shard00_14_dldesign_0_cycle2,-185.2902506504265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.67433166503906,0.0,runlist_00
diffused_binder_cyclic_mcl1_shard00_14_dldesign_0_cycle3,-175.38369020104548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.4690170288086,,runlist_00
diffused_binder_cyclic_mcl1_shard00_14_dldesign_0_cycle4,1788.708643413068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.4794692993164,,runlist_00
diffused_binder_cyclic_mcl1_shard00_15_dldesign_0_cycle0,-243.64844807124965,-23.958302398856063,-23.958302398856063,1254.3544577840075,0.4716570334224415,3.0,48.0,0.0,62.47687149047852,290.01544189453125,runlist_00
diffused_binder_cyclic_mcl1_shard00_15_dldesign_0_cycle1,1984.442137180348,-13.76279902892881,-13.76279902892881,1351.1243545161165,0.3919635048718378,5.0,48.0,0.0,62.88498306274414,266.91827392578125,runlist_00
diffused_binder_cyclic_mcl1_shard00_15_dldesign_0_cycle2,-196.8731893825107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.17293548583984,,runlist_00
diffused_binder_cyclic_mcl1_shard00_15_dldesign_0_cycle3,-186.89303640445743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.40637969970705,,runlist_00
diffused_binder_cyclic_mcl1_shard00_15_dldesign_0_cycle4,2638.624355354663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.96619415283205,,runlist_00
diffused_binder_cyclic_mcl1_shard00_16_dldesign_0_cycle0,-177.4115531633106,-5.145457238425706,-5.145457238425706,354.9470825008017,0.5113939182125222,4.0,15.0,0.0,81.05345153808594,71.14411163330078,runlist_00
diffused_binder_cyclic_mcl1_shard00_16_dldesign_0_cycle1,-162.81460697455188,2.5226106137814384,2.5226106137814384,99.832654802641,0.2783086679844901,0.0,7.0,0.0,86.3773193359375,14.228360176086426,runlist_00
diffused_binder_cyclic_mcl1_shard00_16_dldesign_0_cycle2,-151.49986718844485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.412353515625,,runlist_00
diffused_binder_cyclic_mcl1_shard00_16_dldesign_0_cycle3,-168.60225730541248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.8868637084961,,runlist_00
diffused_binder_cyclic_mcl1_shard00_16_dldesign_0_cycle4,1155.272739753803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9266128540039,,runlist_00
diffused_binder_cyclic_mcl1_shard00_17_dldesign_0_cycle0,-195.1292983599829,-20.623148437348306,-20.623148437348306,856.7321823593336,0.4086430538485632,0.0,37.0,0.0,76.55980682373047,149.32391357421875,runlist_00
diffused_binder_cyclic_mcl1_shard00_17_dldesign_0_cycle1,-224.05567639817312,-25.236734367928307,-25.236734367928307,999.8767882531256,0.4400741577219694,2.0,43.0,0.0,70.69945526123047,226.8785400390625,runlist_01
diffused_binder_cyclic_mcl1_shard00_17_dldesign_0_cycle2,-221.3662981210836,-25.78519623722525,-25.78519623722525,975.2459649321866,0.3981208662497023,0.0,42.0,0.0,73.34191131591797,229.81365966796875,runlist_01
diffused_binder_cyclic_mcl1_shard00_17_dldesign_0_cycle3,-221.5235540592739,-25.731446422880254,-25.731446422880254,1004.4406303216184,0.4748132960065656,2.0,42.0,0.0,74.98601531982422,209.283203125,runlist_01
diffused_binder_cyclic_mcl1_shard00_17_dldesign_0_cycle4,2316.7763674094726,5.553004253971778,5.553004253971778,862.8075493732233,0.3726490732272413,8.0,43.0,0.0,89.71944427490234,123.35497283935548,runlist_01
diffused_binder_cyclic_mcl1_shard00_18_dldesign_0_cycle0,-247.33744590153992,-34.446243257169186,-34.446243257169186,1176.8019858376445,0.3743698895434334,4.0,46.0,0.0,62.952125549316406,294.9339904785156,runlist_01
diffused_binder_cyclic_mcl1_shard00_18_dldesign_0_cycle1,-177.4348891348708,-3.7814136922810633,-3.7814136922810633,321.1824159698722,0.5335418167619641,1.0,21.0,0.0,97.08197784423828,45.570045471191406,runlist_01
diffused_binder_cyclic_mcl1_shard00_18_dldesign_0_cycle2,-148.4101546848009,-5.624122393318686,-5.624122393318686,553.083157886543,0.4353678235386849,4.0,23.0,0.0,116.25247955322266,91.04505920410156,runlist_01
